year,selling_price,km_driven,fuel,transmission,owner,brand,brand_model
2018,515000.0,5000.0,Diesel,manual,,mahindra,mahindra thar
2014,300000.0,35000.0,Petrol,manual,,maruti,maruti ritz
2012,150000.0,80000.0,Diesel,manual,,tata,tata indica
2017,750000.0,15000.0,Petrol,manual,,tata,tata nexon
2012,950000.0,80000.0,Diesel,manual,,toyota,toyota innova
2006,90000.0,40000.0,Petrol,manual,,maruti,maruti 800
2008,65000.0,110000.0,Petrol,manual,,tata,tata indica
2012,312000.0,90000.0,Diesel,manual,,hyundai,hyundai verna
2018,700000.0,25000.0,Diesel,manual,,maruti,maruti vitara
2005,150000.0,47000.0,Petrol,manual,,hyundai,hyundai santro
2013,450000.0,60000.0,Diesel,manual,,renault,renault fluence
2010,229999.0,120000.0,Diesel,manual,,hyundai,hyundai verna
2008,111000.0,120000.0,Diesel,manual,,maruti,maruti swift
2012,250000.0,140000.0,Diesel,manual,,maruti,maruti swift
2019,750000.0,1001.0,Diesel,manual,,ford,ford freestyle
2017,774000.0,1758.0,Petrol,automatic,,ford,ford figo
2018,711000.0,1452.0,Petrol,automatic,,ford,ford figo
2017,600000.0,35122.0,Diesel,manual,,ford,ford figo
2015,455000.0,92621.0,Diesel,manual,,maruti,maruti swift
2015,225000.0,92198.0,Petrol,manual,,datsun,datsun go
2019,650000.0,5000.0,Diesel,manual,,maruti,maruti swift
2013,200000.0,50000.0,Petrol,manual,,chevrolet,chevrolet beat
2016,875000.0,74000.0,Diesel,automatic,,hyundai,hyundai creta
2017,750000.0,40000.0,Diesel,automatic,,skoda,skoda rapid
2019,725000.0,22000.0,Diesel,automatic,,maruti,maruti swift
2007,100000.0,100000.0,Petrol,manual,,maruti,maruti alto
2019,1100000.0,40000.0,Diesel,manual,,tata,tata hexa
2017,2700000.0,30000.0,Diesel,automatic,,ford,ford endeavour
2016,280000.0,23000.0,Petrol,manual,,renault,renault kwid
2009,150000.0,30000.0,Diesel,manual,,tata,tata indica
2010,200000.0,50000.0,Petrol,manual,,tata,tata manza
2010,148000.0,100000.0,Diesel,manual,,maruti,maruti ritz
2011,254999.0,70000.0,Petrol,manual,,maruti,maruti swift
2013,360000.0,60000.0,Petrol,manual,,maruti,maruti swift
2006,95000.0,90000.0,Petrol,manual,,maruti,maruti alto
2007,185000.0,230000.0,Diesel,manual,,mahindra,mahindra bolero
2012,185000.0,40000.0,Diesel,manual,,tata,tata indica
2019,300000.0,15000.0,Petrol,manual,,renault,renault kwid
2018,800000.0,40000.0,Petrol,manual,,hyundai,hyundai verna
2000,60000.0,50000.0,Petrol,manual,,maruti,maruti zen
2010,80000.0,50000.0,Petrol,manual,,fiat,fiat punto
2018,500000.0,8000.0,Petrol,manual,,hyundai,hyundai xcent
2013,250000.0,35000.0,Petrol,manual,,hyundai,hyundai eon
2010,250000.0,80000.0,Diesel,manual,,tata,tata new
2005,125000.0,50000.0,Petrol,manual,,maruti,maruti wagon
2002,100000.0,80000.0,Petrol,manual,,maruti,maruti alto
2010,480000.0,90000.0,Diesel,manual,,mahindra,mahindra scorpio
2018,320000.0,30000.0,Petrol,manual,,mahindra,mahindra kuv
2010,130000.0,70000.0,Petrol,manual,,maruti,maruti a-star
2006,57000.0,80000.0,Diesel,manual,,tata,tata indica
2005,75000.0,60000.0,Petrol,manual,,hyundai,hyundai santro
2003,60000.0,35000.0,Petrol,manual,,maruti,maruti 800
2008,125000.0,70000.0,Petrol,manual,,maruti,maruti alto
2004,105000.0,100000.0,Petrol,manual,,honda,honda city
2008,125000.0,152000.0,LPG,manual,,maruti,maruti wagon
1998,69000.0,70000.0,Petrol,manual,,maruti,maruti zen
2012,130000.0,90000.0,Diesel,manual,,tata,tata indigo
2019,630000.0,40000.0,Petrol,manual,,maruti,maruti baleno
2016,330000.0,50000.0,Petrol,manual,,honda,honda amaze
2014,340000.0,15000.0,Petrol,manual,,maruti,maruti wagon
2006,60000.0,120000.0,Petrol,manual,,hyundai,hyundai santro
2014,550000.0,78322.0,Diesel,manual,,tata,tata safari
2014,480000.0,110000.0,Diesel,manual,,maruti,maruti ertiga
2013,315000.0,80000.0,Diesel,manual,,hyundai,hyundai verna
2012,165000.0,120000.0,Diesel,manual,,ford,ford fiesta
2016,170000.0,125000.0,Petrol,manual,,chevrolet,chevrolet beat
2018,550000.0,8000.0,Petrol,manual,,maruti,maruti baleno
2018,465000.0,13000.0,Petrol,manual,,volkswagen,volkswagen ameo
2012,120000.0,80000.0,Diesel,manual,,tata,tata indica
2008,220000.0,54309.0,Petrol,manual,,hyundai,hyundai verna
2011,180000.0,70000.0,Diesel,manual,,ford,ford figo
2006,150000.0,34600.0,Petrol,manual,,chevrolet,chevrolet aveo
2016,520000.0,25000.0,Petrol,manual,,tata,tata zest
2013,430000.0,80000.0,Diesel,manual,,tata,tata safari
2009,300000.0,55000.0,Diesel,manual,,mahindra,mahindra bolero
2020,1000000.0,5000.0,Diesel,manual,,hyundai,hyundai venue
2017,725000.0,30000.0,Diesel,manual,,honda,honda wr-v
2011,500000.0,31000.0,Diesel,manual,,hyundai,hyundai verna
2011,250000.0,50000.0,Petrol,manual,,maruti,maruti wagon
2018,700000.0,38217.0,Diesel,manual,,maruti,maruti swift
2011,185000.0,50000.0,Petrol,manual,,ford,ford figo
2011,200000.0,120000.0,Diesel,manual,,maruti,maruti ritz
2004,315000.0,110000.0,Diesel,manual,,mahindra,mahindra bolero
2019,1700000.0,10000.0,Diesel,manual,,tata,tata harrier
2016,370000.0,60000.0,Petrol,manual,,mahindra,mahindra kuv
2011,250000.0,50000.0,Petrol,manual,,hyundai,hyundai i10
2019,500000.0,15000.0,Petrol,manual,,maruti,maruti ignis
2008,400000.0,35000.0,Petrol,manual,,toyota,toyota corolla
2014,200000.0,100000.0,Diesel,manual,,tata,tata manza
2016,284000.0,40000.0,Diesel,manual,,maruti,maruti swift
2007,80000.0,60000.0,Petrol,manual,,maruti,maruti wagon
2014,170000.0,77000.0,Petrol,manual,,chevrolet,chevrolet beat
2011,150000.0,60000.0,Petrol,manual,,hyundai,hyundai accent
2010,110000.0,77073.0,Petrol,manual,,tata,tata manza
2016,400000.0,70000.0,Diesel,manual,,ford,ford figo
2013,275000.0,90000.0,LPG,manual,,hyundai,hyundai i10
2013,800000.0,186000.0,Diesel,manual,,toyota,toyota innova
2014,550000.0,90000.0,Diesel,manual,,mahindra,mahindra scorpio
2007,125000.0,100000.0,Petrol,manual,,maruti,maruti alto
2010,135000.0,80000.0,Petrol,manual,,chevrolet,chevrolet beat
2012,349000.0,150000.0,Diesel,manual,,mahindra,mahindra scorpio
2014,458000.0,80000.0,Diesel,manual,,maruti,maruti swift
2018,300000.0,35000.0,Petrol,manual,,maruti,maruti alto
2008,95000.0,70000.0,Petrol,manual,,maruti,maruti alto
2018,850000.0,50000.0,Diesel,manual,,maruti,maruti s-cross
2019,750000.0,25000.0,Diesel,manual,,ford,ford freestyle
2013,190000.0,120000.0,Diesel,manual,,ford,ford figo
2009,150000.0,70000.0,Petrol,manual,,maruti,maruti wagon
2009,114999.0,106000.0,Petrol,manual,,hyundai,hyundai accent
2010,320000.0,120000.0,Petrol,manual,,toyota,toyota innova
2019,300000.0,120000.0,CNG,manual,,maruti,maruti alto
2016,275000.0,160000.0,Petrol,manual,,maruti,maruti ritz
2010,140000.0,120000.0,Petrol,manual,,chevrolet,chevrolet aveo
2020,830000.0,10000.0,Petrol,manual,,tata,tata altroz
2013,380000.0,50000.0,Petrol,manual,,volkswagen,volkswagen polo
2010,150000.0,90000.0,Petrol,manual,,hyundai,hyundai i10
2008,50000.0,70000.0,Petrol,manual,,chevrolet,chevrolet spark
2008,155000.0,100000.0,Diesel,manual,,mahindra,mahindra bolero
2010,300000.0,80000.0,Petrol,manual,,skoda,skoda superb
2018,300000.0,16584.0,Petrol,manual,,maruti,maruti alto
2016,385000.0,38000.0,Diesel,manual,,tata,tata tiago
2010,221000.0,51000.0,Petrol,manual,,maruti,maruti wagon
2016,381000.0,38000.0,Diesel,manual,,tata,tata tiago
2015,250999.0,35000.0,Petrol,manual,,maruti,maruti alto
2002,60000.0,120000.0,Petrol,manual,,hyundai,hyundai santro
2016,380000.0,38000.0,Diesel,manual,,tata,tata tiago
2008,180000.0,144000.0,Diesel,manual,,skoda,skoda laura
2017,751000.0,64000.0,Diesel,manual,,maruti,maruti ciaz
2015,1250000.0,60000.0,Diesel,automatic,,mahindra,mahindra xuv500
2014,229999.0,65000.0,Petrol,manual,,hyundai,hyundai eon
2019,1250000.0,24000.0,Diesel,manual,,tata,tata safari
2014,782000.0,58000.0,Diesel,manual,,mahindra,mahindra scorpio
2014,780000.0,58000.0,Diesel,manual,,mahindra,mahindra scorpio
2016,245000.0,68000.0,Petrol,manual,,maruti,maruti alto
2011,321000.0,81257.0,Diesel,manual,,hyundai,hyundai i20
2017,509999.0,44000.0,Diesel,manual,,hyundai,hyundai grand
2015,110000.0,45000.0,Petrol,manual,,tata,tata nano
2013,400000.0,75000.0,Diesel,manual,,volkswagen,volkswagen polo
2013,370000.0,90000.0,Petrol,manual,,maruti,maruti swift
2007,175000.0,80000.0,Diesel,manual,,hyundai,hyundai verna
1998,1000000.0,35000.0,Petrol,automatic,,mercedes-benz,mercedes-benz e-class
2013,92800.0,25000.0,Petrol,manual,,maruti,maruti alto
2014,291000.0,90000.0,Diesel,manual,,tata,tata xenon
2013,335000.0,110000.0,Diesel,manual,,hyundai,hyundai verna
2013,170000.0,35000.0,Petrol,manual,,maruti,maruti omni
2019,295000.0,10000.0,Petrol,manual,,maruti,maruti alto
2019,375000.0,10000.0,Petrol,manual,,renault,renault kwid
2012,215000.0,70000.0,Petrol,manual,,hyundai,hyundai eon
2009,150000.0,110000.0,Diesel,manual,,ford,ford fiesta
2003,60000.0,5000.0,Petrol,manual,,maruti,maruti alto
2012,280000.0,110000.0,Diesel,manual,,tata,tata new
2016,450000.0,50000.0,Diesel,manual,,toyota,toyota etios
2018,1150000.0,58000.0,Diesel,manual,,mahindra,mahindra xuv500
2018,650000.0,15000.0,Diesel,manual,,maruti,maruti baleno
2015,300000.0,60000.0,Petrol,manual,,tata,tata zest
2015,73000.0,57000.0,Petrol,manual,,tata,tata nano
2015,400000.0,87000.0,Diesel,manual,,maruti,maruti swift
2017,300000.0,70000.0,Petrol,manual,,renault,renault kwid
2012,300000.0,30000.0,Petrol,automatic,,maruti,maruti wagon
2012,450000.0,80000.0,Diesel,manual,,maruti,maruti swift
2009,200000.0,100000.0,Petrol,manual,,hyundai,hyundai santro
2019,580000.0,40000.0,Petrol,manual,,maruti,maruti swift
2017,550000.0,3917.0,Petrol,manual,,hyundai,hyundai grand
2007,190000.0,160000.0,Diesel,manual,,mahindra,mahindra scorpio
2017,450000.0,35000.0,Diesel,manual,,tata,tata tiago
2014,220000.0,70000.0,Petrol,manual,,chevrolet,chevrolet spark
2012,310000.0,69069.0,Petrol,manual,,maruti,maruti sx4
2019,650000.0,13500.0,Petrol,manual,,hyundai,hyundai elite
2014,300000.0,59059.0,Petrol,manual,,maruti,maruti wagon
2013,200000.0,70000.0,Petrol,manual,,hyundai,hyundai accent
2012,285000.0,39039.0,Petrol,manual,,honda,honda brio
2014,335000.0,33033.0,Petrol,manual,,honda,honda brio
2011,370000.0,55168.0,Petrol,manual,,hyundai,hyundai verna
2013,375000.0,41041.0,Petrol,manual,,hyundai,hyundai i20
2009,235000.0,67067.0,Petrol,manual,,hyundai,hyundai i10
2013,345000.0,66066.0,Petrol,automatic,,hyundai,hyundai i10
2013,365000.0,82082.0,Diesel,manual,,mahindra,mahindra quanto
2014,400000.0,48000.0,Petrol,manual,,hyundai,hyundai grand
2012,465000.0,70070.0,Diesel,automatic,,hyundai,hyundai verna
2017,300000.0,10000.0,Petrol,manual,,renault,renault kwid
2018,655000.0,25000.0,Petrol,manual,,maruti,maruti swift
2016,350000.0,30000.0,CNG,manual,,maruti,maruti wagon
2015,500000.0,50000.0,Petrol,automatic,,hyundai,hyundai i10
2015,465000.0,63063.0,Petrol,automatic,,hyundai,hyundai grand
2008,263000.0,70000.0,Diesel,manual,,maruti,maruti swift
2012,250000.0,90000.0,Petrol,manual,,maruti,maruti omni
1999,60000.0,90000.0,Petrol,manual,,hyundai,hyundai accent
2005,70000.0,90000.0,Petrol,manual,,hyundai,hyundai getz
2017,650000.0,140000.0,Diesel,manual,,honda,honda wr-v
2014,370000.0,80000.0,Diesel,manual,,hyundai,hyundai i20
2016,509999.0,40000.0,Diesel,manual,,maruti,maruti swift
2011,280000.0,33000.0,Petrol,manual,,maruti,maruti zen
2010,180000.0,40000.0,Petrol,manual,,maruti,maruti a-star
2017,650000.0,6000.0,Petrol,manual,,ford,ford ecosport
2010,200000.0,78000.0,Diesel,manual,,hyundai,hyundai verna
2011,210000.0,72000.0,Diesel,manual,,hyundai,hyundai verna
2011,75000.0,9528.0,Petrol,manual,,tata,tata nano
2011,450000.0,135200.0,Diesel,manual,,toyota,toyota innova
2011,220000.0,58000.0,Petrol,manual,,hyundai,hyundai i20
2013,325000.0,78000.0,Diesel,manual,,hyundai,hyundai i20
2018,450000.0,45000.0,Petrol,manual,,tata,tata zest
2017,825000.0,35000.0,Diesel,manual,,ford,ford ecosport
2007,125000.0,76000.0,Petrol,manual,,hyundai,hyundai accent
2015,434999.0,100000.0,Diesel,manual,,mahindra,mahindra xylo
2011,484999.0,99000.0,Diesel,manual,,mahindra,mahindra scorpio
2009,175000.0,80000.0,Diesel,manual,,maruti,maruti ritz
2006,220000.0,120000.0,Petrol,manual,,honda,honda civic
2020,1250000.0,1100.0,Petrol,manual,,honda,honda br-v
2017,215000.0,34000.0,Petrol,manual,,maruti,maruti omni
2014,625000.0,68000.0,Diesel,manual,,mahindra,mahindra xuv500
2018,615000.0,15000.0,Diesel,manual,,ford,ford ecosport
2012,130000.0,58000.0,Diesel,manual,,chevrolet,chevrolet beat
2013,175000.0,50300.0,Diesel,manual,,tata,tata indigo
2011,150000.0,70000.0,Diesel,manual,,tata,tata indigo
2011,195000.0,60000.0,Diesel,manual,,tata,tata indica
2020,550000.0,90000.0,Diesel,manual,,maruti,maruti ertiga
2018,1500000.0,40000.0,Diesel,manual,,isuzu,isuzu d-max
2010,400000.0,80000.0,Petrol,manual,,skoda,skoda superb
2019,1350000.0,15000.0,Diesel,manual,,nissan,nissan kicks
2015,217000.0,45000.0,Petrol,manual,,maruti,maruti swift
2011,290000.0,130000.0,Diesel,manual,,maruti,maruti swift
2018,700000.0,80000.0,Diesel,manual,,mahindra,mahindra bolero
2014,175000.0,40000.0,Petrol,manual,,maruti,maruti alto
2017,575000.0,80000.0,Diesel,manual,,volkswagen,volkswagen ameo
2016,380000.0,100000.0,Diesel,manual,,maruti,maruti ritz
2013,350000.0,151624.0,Diesel,manual,,mahindra,mahindra xylo
2012,450000.0,160000.0,Diesel,manual,,renault,renault duster
2005,130000.0,110000.0,CNG,manual,,hyundai,hyundai santro
2015,320000.0,74820.0,Diesel,manual,,maruti,maruti swift
2014,550000.0,82000.0,Diesel,manual,,mahindra,mahindra xuv500
2015,370000.0,50000.0,Petrol,manual,,maruti,maruti wagon
2010,114999.0,70000.0,Petrol,manual,,chevrolet,chevrolet beat
2020,1100000.0,1000.0,Petrol,manual,,ford,ford ecosport
2006,170000.0,170000.0,Diesel,manual,,hyundai,hyundai tucson
2008,80000.0,150000.0,Diesel,manual,,tata,tata indigo
2019,950000.0,17000.0,Diesel,manual,,ford,ford ecosport
2014,425000.0,150000.0,Diesel,manual,,maruti,maruti swift
2015,500000.0,80000.0,Diesel,manual,,hyundai,hyundai i20
2005,70000.0,170000.0,Petrol,manual,,hyundai,hyundai santro
2013,349000.0,120000.0,Diesel,manual,,honda,honda amaze
2012,330000.0,90000.0,Petrol,manual,,hyundai,hyundai i20
2010,120000.0,90000.0,Petrol,manual,,hyundai,hyundai santro
2013,430000.0,100000.0,Diesel,manual,,hyundai,hyundai verna
2014,390000.0,90000.0,Diesel,manual,,maruti,maruti swift
2012,225000.0,129000.0,Diesel,manual,,nissan,nissan micra
2010,350000.0,186000.0,Diesel,automatic,,mahindra,mahindra scorpio
2009,100000.0,66778.0,Diesel,manual,,tata,tata sumo
2014,190000.0,50000.0,Petrol,manual,,hyundai,hyundai eon
2014,315000.0,110000.0,Diesel,manual,,hyundai,hyundai i20
2015,300000.0,60000.0,Diesel,manual,,hyundai,hyundai grand
2016,280000.0,40000.0,Petrol,manual,,renault,renault kwid
2018,539000.0,10000.0,Petrol,manual,,tata,tata tiago
2017,420000.0,50000.0,Petrol,manual,,maruti,maruti celerio
2001,85000.0,70000.0,Petrol,manual,,maruti,maruti omni
2004,142000.0,73000.0,Petrol,manual,,opelcorsa,opelcorsa 1.6gls
2014,180000.0,76000.0,Petrol,manual,,hyundai,hyundai eon
2014,400000.0,120000.0,Diesel,manual,,chevrolet,chevrolet tavera
2009,360000.0,170000.0,Diesel,automatic,,mahindra,mahindra scorpio
2003,85000.0,110000.0,Petrol,manual,,hyundai,hyundai santro
2016,350000.0,63400.0,Petrol,manual,,honda,honda brio
2015,380000.0,25000.0,Petrol,manual,,datsun,datsun go
2009,140000.0,80000.0,Petrol,manual,,hyundai,hyundai i10
2012,200000.0,90000.0,Petrol,manual,,maruti,maruti wagon
2011,150000.0,157000.0,Petrol,manual,,hyundai,hyundai santro
2007,300000.0,100000.0,Diesel,manual,,mahindra,mahindra bolero
2017,280000.0,50000.0,Petrol,manual,,renault,renault kwid
2011,200000.0,40000.0,Petrol,manual,,maruti,maruti alto
2009,110000.0,38500.0,Petrol,manual,,chevrolet,chevrolet aveo
2008,140000.0,103921.0,Petrol,manual,,hyundai,hyundai i10
2018,1150000.0,14825.0,Petrol,manual,,honda,honda city
2016,910000.0,43377.0,Diesel,manual,,honda,honda br-v
2010,160000.0,102307.0,Diesel,manual,,ford,ford figo
2004,105000.0,79000.0,Petrol,manual,,maruti,maruti zen
2004,70000.0,90000.0,Petrol,manual,,maruti,maruti wagon
2012,160000.0,110000.0,Diesel,manual,,chevrolet,chevrolet beat
2013,225000.0,80000.0,Diesel,manual,,chevrolet,chevrolet sail
2002,145000.0,100000.0,Petrol,manual,,honda,honda city
2018,930000.0,20000.0,Diesel,manual,,ford,ford ecosport
2008,110000.0,154000.0,Diesel,manual,,hyundai,hyundai getz
2017,650000.0,40000.0,Diesel,manual,,renault,renault lodgy
2019,550000.0,51000.0,Petrol,manual,,maruti,maruti swift
2008,85000.0,120000.0,Petrol,manual,,maruti,maruti alto
2016,509999.0,35000.0,Petrol,manual,,toyota,toyota etios
2017,650000.0,70000.0,Diesel,manual,,maruti,maruti baleno
2011,140000.0,60000.0,Petrol,manual,,chevrolet,chevrolet spark
2011,150000.0,70000.0,Petrol,manual,,maruti,maruti alto
2018,450000.0,10000.0,Petrol,manual,,datsun,datsun go
2006,170000.0,245244.0,Diesel,manual,,hyundai,hyundai accent
2017,400000.0,60000.0,Petrol,manual,,renault,renault kwid
2016,300000.0,30000.0,Petrol,manual,,tata,tata tiago
2012,250000.0,8000.0,Petrol,manual,,maruti,maruti alto
2019,500000.0,10000.0,Petrol,manual,,tata,tata tigor
2002,85000.0,100000.0,Diesel,manual,,hyundai,hyundai accent
2012,300000.0,110000.0,Diesel,manual,,nissan,nissan sunny
2015,740000.0,45000.0,Diesel,automatic,,mahindra,mahindra xuv500
2005,70000.0,68500.0,Petrol,manual,,hyundai,hyundai santro
2019,484999.0,5007.0,Petrol,automatic,,hyundai,hyundai santro
2013,164000.0,30000.0,Petrol,manual,,nissan,nissan micra
2008,140000.0,70000.0,Petrol,automatic,,honda,honda city
2011,999000.0,49600.0,Diesel,automatic,,mercedes-benz,mercedes-benz e-class
2005,56000.0,23000.0,Petrol,manual,,maruti,maruti alto
2006,1050000.0,30000.0,Diesel,automatic,,bmw,bmw 7
2010,190000.0,38000.0,Petrol,manual,,hyundai,hyundai verna
2018,3899000.0,22000.0,Diesel,automatic,,audi,audi q5
2011,235000.0,43100.0,Petrol,manual,,hyundai,hyundai i10
2017,350000.0,10171.0,Petrol,manual,,datsun,datsun go
2015,465000.0,41123.0,Diesel,manual,,renault,renault duster
2017,1900000.0,20118.0,Petrol,automatic,,toyota,toyota camry
2014,450000.0,40000.0,Diesel,manual,,honda,honda city
2015,790000.0,52517.0,Diesel,manual,,volkswagen,volkswagen jetta
2019,900000.0,20000.0,Diesel,manual,,mahindra,mahindra marazzo
2014,450000.0,99117.0,Diesel,manual,,ford,ford ecosport
2009,135000.0,90000.0,Petrol,manual,,chevrolet,chevrolet spark
2019,425000.0,3700.0,Petrol,manual,,maruti,maruti celerio
2010,100000.0,80000.0,Diesel,manual,,tata,tata indica
2015,650000.0,100000.0,Diesel,manual,,ford,ford ecosport
2011,90000.0,54000.0,Diesel,manual,,tata,tata indica
2017,250000.0,19000.0,Petrol,manual,,hyundai,hyundai eon
2014,300000.0,120000.0,Diesel,manual,,maruti,maruti swift
2014,275000.0,30000.0,Petrol,manual,,maruti,maruti wagon
2017,600000.0,43500.0,Petrol,manual,,honda,honda brv
2016,270000.0,60000.0,Petrol,manual,,renault,renault kwid
2016,350000.0,20000.0,Petrol,manual,,renault,renault kwid
1998,65000.0,60000.0,Petrol,manual,,maruti,maruti omni
2015,650000.0,58000.0,Diesel,manual,,maruti,maruti swift
2014,350000.0,40000.0,Petrol,manual,,maruti,maruti wagon
2005,75000.0,70000.0,Petrol,manual,,maruti,maruti wagon
2012,440000.0,70000.0,Diesel,manual,,hyundai,hyundai i20
2013,270000.0,60000.0,Petrol,manual,,hyundai,hyundai santro
2014,1150000.0,135000.0,Diesel,manual,,toyota,toyota innova
2015,238000.0,70000.0,Petrol,manual,,maruti,maruti omni
2013,1100000.0,40000.0,Petrol,automatic,,mercedes-benz,mercedes-benz b
2015,1200000.0,75000.0,Diesel,manual,,mahindra,mahindra xuv500
2010,260000.0,150000.0,Diesel,manual,,skoda,skoda fabia
2012,350000.0,140000.0,Diesel,manual,,toyota,toyota etios
2015,480000.0,70000.0,Diesel,manual,,toyota,toyota etios
2012,345000.0,137250.0,Diesel,manual,,toyota,toyota etios
2013,500000.0,110000.0,Diesel,manual,,mahindra,mahindra scorpio
2017,595000.0,27000.0,Petrol,manual,,hyundai,hyundai grand
2019,1295000.0,9000.0,Diesel,manual,,hyundai,hyundai verna
2019,1350000.0,5400.0,Diesel,manual,,volkswagen,volkswagen vento
2020,541000.0,1000.0,Petrol,manual,,renault,renault kwid
2018,515000.0,16000.0,Petrol,manual,,hyundai,hyundai santro
2019,894999.0,13000.0,Diesel,manual,,ford,ford figo
2012,325000.0,47000.0,Diesel,manual,,renault,renault pulse
2018,925000.0,22000.0,Petrol,manual,,maruti,maruti ciaz
2017,844999.0,30000.0,Petrol,manual,,nissan,nissan terrano
2018,925000.0,20000.0,Petrol,manual,,maruti,maruti ciaz
2013,300000.0,60000.0,Diesel,manual,,tata,tata manza
2008,650000.0,75000.0,Petrol,manual,,toyota,toyota camry
2010,175000.0,64000.0,Petrol,manual,,maruti,maruti alto
2015,325000.0,80000.0,Diesel,manual,,maruti,maruti sx4
2017,600000.0,90000.0,Diesel,manual,,renault,renault duster
2018,700000.0,30000.0,Petrol,manual,,maruti,maruti swift
2003,95000.0,120000.0,Petrol,automatic,,toyota,toyota corolla
2019,490000.0,20000.0,Petrol,manual,,maruti,maruti celerio
2013,380000.0,100000.0,Diesel,manual,,tata,tata safari
2018,550000.0,31000.0,Petrol,manual,,hyundai,hyundai grand
2013,225000.0,47000.0,Petrol,manual,,maruti,maruti alto
2018,570000.0,11200.0,Petrol,manual,,tata,tata nexon
2018,305000.0,35000.0,Petrol,manual,,maruti,maruti alto
2010,240000.0,50000.0,LPG,manual,,maruti,maruti wagon
2015,700000.0,55000.0,Diesel,manual,,maruti,maruti ertiga
2018,288000.0,20000.0,Petrol,manual,,maruti,maruti omni
2017,800000.0,75000.0,Diesel,manual,,mahindra,mahindra bolero
2017,430000.0,93000.0,Petrol,manual,,maruti,maruti celerio
2009,195000.0,57000.0,Diesel,manual,,chevrolet,chevrolet beat
2014,325000.0,30000.0,Petrol,manual,,maruti,maruti eeco
2013,450000.0,73000.0,Diesel,manual,,renault,renault duster
2016,630000.0,65000.0,Diesel,manual,,maruti,maruti swift
2009,250000.0,62000.0,Petrol,manual,,maruti,maruti swift
2007,135000.0,85000.0,Petrol,manual,,hyundai,hyundai santro
2010,110000.0,73000.0,Petrol,manual,,chevrolet,chevrolet spark
2012,350000.0,55000.0,Diesel,manual,,maruti,maruti swift
2016,240000.0,5800.0,Petrol,manual,,maruti,maruti omni
2009,350000.0,350000.0,Diesel,manual,,toyota,toyota innova
2018,600000.0,30000.0,Petrol,manual,,maruti,maruti swift
2018,750000.0,20000.0,Diesel,manual,,maruti,maruti swift
2018,270000.0,20000.0,Petrol,manual,,hyundai,hyundai eon
2007,90000.0,100000.0,Petrol,manual,,maruti,maruti alto
2013,350000.0,65000.0,Petrol,manual,,maruti,maruti wagon
2013,285000.0,90000.0,Diesel,manual,,ford,ford figo
2011,665000.0,267000.0,Diesel,manual,,toyota,toyota innova
2005,175000.0,250000.0,Diesel,manual,,mahindra,mahindra scorpio
2011,350000.0,140000.0,Diesel,manual,,mahindra,mahindra xylo
2018,1225000.0,22000.0,Petrol,automatic,,honda,honda city
2010,285000.0,60000.0,Petrol,manual,,honda,honda jazz
2018,1000000.0,28635.0,Petrol,manual,,honda,honda city
2018,780000.0,32114.0,Diesel,manual,,honda,honda amaze
2014,300000.0,82000.0,Petrol,manual,,maruti,maruti celerio
2006,160000.0,95149.0,Petrol,manual,,maruti,maruti swift
2018,625000.0,68458.0,Petrol,manual,,honda,honda amaze
2010,265000.0,42000.0,Petrol,manual,,maruti,maruti ritz
2014,515000.0,90000.0,Diesel,manual,,honda,honda city
2016,650000.0,100000.0,Diesel,manual,,hyundai,hyundai i20
2017,650000.0,80000.0,Diesel,manual,,mahindra,mahindra tuv
2010,150000.0,105546.0,Petrol,manual,,hyundai,hyundai getz
2018,500000.0,10000.0,Petrol,manual,,toyota,toyota etios
2012,1000000.0,80000.0,Diesel,manual,,toyota,toyota innova
2013,340000.0,35000.0,Petrol,manual,,hyundai,hyundai i20
2013,1010000.0,120000.0,Diesel,manual,,toyota,toyota innova
2011,350000.0,120000.0,Diesel,manual,,toyota,toyota etios
2016,595000.0,70000.0,Diesel,manual,,maruti,maruti swift
2014,700000.0,130000.0,Diesel,manual,,mahindra,mahindra scorpio
2019,265000.0,40000.0,Petrol,manual,,renault,renault kwid
2015,320000.0,60000.0,Petrol,manual,,maruti,maruti alto
2011,310000.0,110000.0,Petrol,manual,,honda,honda city
2014,700000.0,130000.0,Diesel,manual,,honda,honda city
2009,130000.0,80000.0,Petrol,manual,,maruti,maruti alto
2009,150000.0,120000.0,Diesel,manual,,maruti,maruti swift
2015,300000.0,104000.0,Diesel,manual,,honda,honda amaze
2011,150000.0,100000.0,Petrol,manual,,maruti,maruti swift
2003,120000.0,132343.0,Petrol,manual,,honda,honda city
2016,950000.0,90000.0,Diesel,manual,,hyundai,hyundai creta
2007,100000.0,60000.0,Petrol,manual,,maruti,maruti wagon
2015,450000.0,76000.0,Diesel,manual,,honda,honda jazz
2004,30000.0,60000.0,Petrol,manual,,maruti,maruti 800
2009,200000.0,30000.0,Petrol,manual,,mahindra,mahindra renault
2010,250000.0,96000.0,Diesel,manual,,tata,tata indigo
2015,280000.0,26134.0,Petrol,manual,,maruti,maruti alto
2011,260000.0,52895.0,Diesel,manual,,maruti,maruti ritz
2013,550000.0,42324.0,Diesel,manual,,hyundai,hyundai verna
2016,1044999.0,65000.0,Diesel,manual,,mahindra,mahindra xuv500
2012,550000.0,60236.0,Diesel,manual,,mahindra,mahindra scorpio
